path,target_label,urdu_text,file_id,duration,rms,final_status,audio_status,target_id,true_context_text
audio/9_1_7_33.wav,Sad,کچھ بھی نہیں صرف اور صرف محرومی,9_1_7_33,4.405374149659864,0.0793340504169464,clean_ok,ok,3,[CURR] کچھ بھی نہیں صرف اور صرف محرومی
audio/8_1_6_17.wav,Neutral,چھوڑ ہی تو نہیں سکتی ڈیڈ,8_1_6_17,2.347142857142857,0.159312218427658,clean_ok,ok,0,[CURR] چھوڑ ہی تو نہیں سکتی ڈیڈ
audio/7_1_5_48.wav,Happy,میں نے لکھ کے دی اسے درخواست وہ بھی انگریزی میں,7_1_5_48,3.628163265306122,0.1462354511022567,clean_ok,ok,1,[CURR] میں نے لکھ کے دی اسے درخواست وہ بھی انگریزی میں
audio/5_0_6_08.wav,Neutral,اور مجھے پتہ ہوتا ہے کہ تمہاری ماں نے کون کون سی چیز کہاں کہاں رکھی ہوئی ہے,5_0_6_08,5.334172335600907,0.0729036778211593,clean_ok,ok,0,[CURR] اور مجھے پتہ ہوتا ہے کہ تمہاری ماں نے کون کون سی چیز کہاں کہاں رکھی ہوئی ہے
audio/9_1_7_11.wav,Sad,بس سمجھو اب تو یہی لکھا ہے قسمت میں,9_1_7_11,2.069115646258503,0.1824144870042801,clean_ok,ok,3,[CURR] بس سمجھو اب تو یہی لکھا ہے قسمت میں
audio/6_1_4_25.wav,Disgust,ہم اپنی ہر غلطی اس پہ کیوں ڈال دیتے ہیں,6_1_4_25,1.9504761904761905,0.1581705510616302,clean_ok,ok,5,[CURR] ہم اپنی ہر غلطی اس پہ کیوں ڈال دیتے ہیں
audio/4_0_4_35.wav,Disgust,اور ایسا نہیں تھا کہ میرے ابا میری فیس برداشت نہیں کر سکتے تھے پیسے تھے ان کے پاس,4_0_4_35,5.537210884353741,0.1587446182966232,clean_ok,ok,5,[CURR] اور ایسا نہیں تھا کہ میرے ابا میری فیس برداشت نہیں کر سکتے تھے پیسے تھے ان کے پاس
audio/8_1_2_06.wav,Fear,نہیں ہے مجھے ضرورت تم لوگوں کی,8_1_2_06,1.5943083900226758,0.1149027273058891,clean_ok,ok,4,[CURR] نہیں ہے مجھے ضرورت تم لوگوں کی
audio/2_0_5_46.wav,Happy,اسی چکر میں بعد میں مجھے,2_0_5_46,2.1072108843537416,0.1574062258005142,clean_ok,ok,1,[CURR] اسی چکر میں بعد میں مجھے
audio/1_0_7_38.wav,Sad,میں اظہار نہیں کر سکا لیکن بیٹی ہے وہ میری محبت کا نہ سہی عزت کا ہی پاس رکھ لیتی,1_0_7_38,7.453605442176871,0.0914935320615768,clean_ok,ok,3,[CURR] میں اظہار نہیں کر سکا لیکن بیٹی ہے وہ میری محبت کا نہ سہی عزت کا ہی پاس رکھ لیتی
